,traceID,spanID,flags,operationName,startTime,duration,logs,processID,warnings,service,parent,sampler.type,sampler.param,http.url,load_generator.seq_num,region,http.method,version,internal.span.format,http.status_code,error,root_cause_error,starter,abandoned-calm-abra,adventurous-modest-absol,absolute-calm-ariados,absolute-calm-abomasnow,absolute-calm-accelgor,absolute-adamant-amoonguss,admirable-sassy-bagon,acclaimed-bold-absol,absolute-impish-accelgor,adored-sassy-accelgor,absolute-sassy-accelgor,aggressive-sassy-amoonguss,active-sassy-axew,able-hardy-absol,aggressive-sassy-barboach,adored-sassy-anorith,acrobatic-careful-aegislash,acrobatic-sassy-ariados,absolute-calm-alomomola,admirable-bashful-ampharos,aggressive-sassy-aurorus,affectionate-sassy-azumarill,acrobatic-sassy-aurorus,adventurous-modest-amoonguss,aggressive-sassy-aron,acceptable-hardy-arcanine,absolute-calm-aerodactyl,alert-sassy-archeops,abandoned-calm-abomasnow,acidic-hasty-ambipom,adorable-gentle-accelgor,affectionate-sassy-anorith,actual-sassy-ampharos,ample-sassy-beautifly,acceptable-hardy-aipom,advanced-sassy-arcanine,active-sassy-aegislash,agreeable-sassy-ambipom,actual-sassy-bagon,admirable-sassy-arcanine,academic-lax-aggron,absolute-sassy-amoonguss,absolute-brave-accelgor,absolute-calm-abra,actual-lax-anorith,absolute-sassy-beldum,angelic-sassy-arcanine,absolute-sassy-arcanine
13,d2d1fc1e1377587e,3b69128f87d05299,1,/PlaceOrder,1622048498028000,1339000,[],p3,,shippingservice,d2d1fc1e1377587e,,,http://checkoutservice/PlaceOrder,1780,us-east-1,GET,v37,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,d2d1fc1e1377587e,ba148f36ab76cc62,1,/GetConversion,1622048498289000,163000,[],p2,,shippingservice,3b69128f87d05299,,,http://currencyservice/GetConversion,1788,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,d2d1fc1e1377587e,e9713ce606c11034,1,/GetCart,1622048498225000,23000,[],p4,,shippingservice,3b69128f87d05299,,,http://cartservice/GetCart,1791,us-east-1,GET,v5,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,d2d1fc1e1377587e,defb1a46bd0a3d53,1,/Address,1622048498410000,54000,[],p5,,shippingservice,3b69128f87d05299,,,http://shippingservice/Address,1787,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,d2d1fc1e1377587e,11fe8862f7dceb9d,1,/CreditCardInfo,1622048498229000,23000,[],p6,,shippingservice,3b69128f87d05299,,,http://paymentservice/CreditCardInfo,1785,us-east-1,GET,v177,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,d2d1fc1e1377587e,b2629ce9f1fc7de0,1,/OrderResult,1622048498629000,66000,[],p7,,shippingservice,a88cc373311ad38f,,,http://emailservice/OrderResult,1794,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,d2d1fc1e1377587e,a88cc373311ad38f,1,/SendOrderConfirmation,1622048498247000,859000,[],p7,,shippingservice,3b69128f87d05299,,,http://emailservice/SendOrderConfirmation,1793,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,d38986bb1a1af6b2,d38986bb1a1af6b2,1,/shipping,1622048415392000,445000,[],p1,,shippingservice,,const,True,http://frontend/shipping,3,us-west-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,d38986bb1a1af6b2,ce84314395a60a00,1,/GetQuote,1622048415438000,354000,[],p2,,shippingservice,d38986bb1a1af6b2,,,http://shippingservice/GetQuote,8,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,d38986bb1a1af6b2,a90960e74b3ef0f3,1,/Address,1622048415498000,70000,[],p2,,shippingservice,ce84314395a60a00,,,http://shippingservice/Address,12,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,b94c74886bde3f89,b94c74886bde3f89,1,/shipping,1622048437893000,136000,[],p1,,shippingservice,,const,True,http://frontend/shipping,492,us-east-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,b94c74886bde3f89,3a9536f43cdf661b,1,/GetQuote,1622048437920000,77000,[],p2,,shippingservice,b94c74886bde3f89,,,http://shippingservice/GetQuote,497,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,b94c74886bde3f89,afa86650ab0762c8,1,/Address,1622048437980000,16000,[],p2,,shippingservice,3a9536f43cdf661b,,,http://shippingservice/Address,498,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,b5b458cd9b1b4a23,b5b458cd9b1b4a23,1,/shipping,1622048422891000,442000,[],p1,,shippingservice,,const,True,http://frontend/shipping,172,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,b5b458cd9b1b4a23,47dc58dd3e557f1b,1,/Address,1622048423128000,90000,[],p2,,shippingservice,1273e9f2d5fb04fb,,,http://shippingservice/Address,178,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,b5b458cd9b1b4a23,1273e9f2d5fb04fb,1,/GetQuote,1622048422936000,354000,[],p2,,shippingservice,b5b458cd9b1b4a23,,,http://shippingservice/GetQuote,176,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,5e48ef39590fa1ae,5e48ef39590fa1ae,1,/checkout,1622048467892000,2141000,[],p1,,shippingservice,,const,True,http://frontend/checkout,1129,us-west-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,5e48ef39590fa1ae,2d351590b6b2540d,1,/GetConversion,1622048468593000,184000,[],p2,,shippingservice,fc0c57a5805cddce,,,http://currencyservice/GetConversion,1144,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,5e48ef39590fa1ae,7c0609e72b4994b0,1,/Money,1622048468631000,58000,[],p2,,shippingservice,2d351590b6b2540d,,,http://currencyservice/Money,1145,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,5e48ef39590fa1ae,fc0c57a5805cddce,1,/PlaceOrder,1622048468427000,1256000,[],p3,,shippingservice,5e48ef39590fa1ae,,,http://checkoutservice/PlaceOrder,1136,us-east-1,GET,v37,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,5e48ef39590fa1ae,fb4e221af94e1a6d,1,/GetCart,1622048468822000,89000,[],p4,,shippingservice,fc0c57a5805cddce,,,http://cartservice/GetCart,1146,us-east-1,GET,v5,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,5e48ef39590fa1ae,d79ce7cd93f34fdd,1,/Address,1622048468467000,18000,[],p5,,shippingservice,fc0c57a5805cddce,,,http://shippingservice/Address,1143,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5e48ef39590fa1ae,71be4eac00fc9851,1,/CreditCardInfo,1622048468808000,18000,[],p6,,shippingservice,fc0c57a5805cddce,,,http://paymentservice/CreditCardInfo,1141,us-east-1,GET,v177,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,5e48ef39590fa1ae,6ce5c89e4d216101,1,/SendOrderConfirmation,1622048468869000,578000,[],p7,,shippingservice,fc0c57a5805cddce,,,http://emailservice/SendOrderConfirmation,1147,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,5e48ef39590fa1ae,5104f215b1d6cfd4,1,/OrderResult,1622048469108000,19000,[],p7,,shippingservice,6ce5c89e4d216101,,,http://emailservice/OrderResult,1148,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,5af7a7491d0445ad,5af7a7491d0445ad,1,/shipping,1622048475394000,237000,[],p1,,shippingservice,,const,True,http://frontend/shipping,1299,us-west-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5af7a7491d0445ad,efc57bd2b570d844,1,/Address,1622048475436000,71000,[],p2,,shippingservice,38bd7250264df3ec,,,http://shippingservice/Address,1304,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,5af7a7491d0445ad,38bd7250264df3ec,1,/GetQuote,1622048475413000,212000,[],p2,,shippingservice,5af7a7491d0445ad,,,http://shippingservice/GetQuote,1302,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,dc9814140a2abfe4,dc9814140a2abfe4,1,/shipping,1622048490393000,350000,[],p1,,shippingservice,,const,True,http://frontend/shipping,1612,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,dc9814140a2abfe4,4ca582c1a79a272a,1,/Address,1622048490610000,16000,[],p2,,shippingservice,235adcdf355070d9,,,http://shippingservice/Address,1625,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,dc9814140a2abfe4,235adcdf355070d9,1,/GetQuote,1622048490416000,281000,[],p2,,shippingservice,dc9814140a2abfe4,,,http://shippingservice/GetQuote,1616,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,b6f983c4cc17ca2e,b6f983c4cc17ca2e,1,/checkout,1622048430393000,1721000,[],p1,,shippingservice,,const,True,http://frontend/checkout,328,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,b6f983c4cc17ca2e,c562d999dd2b78a6,1,/PlaceOrder,1622048430582000,777000,[],p2,,shippingservice,b6f983c4cc17ca2e,,,http://checkoutservice/PlaceOrder,331,us-east-1,GET,v37,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,b6f983c4cc17ca2e,efc44c1e44d0e68e,1,/Money,1622048431090000,72000,[],p3,,shippingservice,45d1cf1ed83d9e4c,,,http://currencyservice/Money,338,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,b6f983c4cc17ca2e,45d1cf1ed83d9e4c,1,/GetConversion,1622048431059000,109000,[],p3,,shippingservice,c562d999dd2b78a6,,,http://currencyservice/GetConversion,337,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,b6f983c4cc17ca2e,fb75b6978e326ba4,1,/GetCart,1622048430838000,161000,[],p4,,shippingservice,c562d999dd2b78a6,,,http://cartservice/GetCart,339,us-east-1,GET,v5,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,b6f983c4cc17ca2e,e57116c1b8a81034,1,/Address,1622048430652000,97000,[],p5,,shippingservice,c562d999dd2b78a6,,,http://shippingservice/Address,336,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,b6f983c4cc17ca2e,8b2ba2d04067c5ff,1,/CreditCardInfo,1622048430596000,31000,[],p6,,shippingservice,c562d999dd2b78a6,,,http://paymentservice/CreditCardInfo,334,us-east-1,GET,v177,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,b6f983c4cc17ca2e,e4b1d473cea46311,1,/OrderResult,1622048431114000,51000,[],p7,,shippingservice,a53ad1cdf196e22e,,,http://emailservice/OrderResult,341,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,b6f983c4cc17ca2e,a53ad1cdf196e22e,1,/SendOrderConfirmation,1622048430684000,548000,[],p7,,shippingservice,c562d999dd2b78a6,,,http://emailservice/SendOrderConfirmation,340,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6119ec4a0f9e7786,6119ec4a0f9e7786,1,/shipping,1622048430393000,246000,[],p1,,shippingservice,,const,True,http://frontend/shipping,326,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,6119ec4a0f9e7786,ba6f040bded2f892,1,/Address,1622048430402000,85000,[],p2,,shippingservice,396aafc2c3877618,,,http://shippingservice/Address,332,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,6119ec4a0f9e7786,396aafc2c3877618,1,/GetQuote,1622048430397000,230000,[],p2,,shippingservice,6119ec4a0f9e7786,,,http://shippingservice/GetQuote,330,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,93e1987addb90a46,93e1987addb90a46,1,/checkout,1622048445395000,2714000,[],p1,,shippingservice,,const,True,http://frontend/checkout,653,us-west-1,GET,v125,jaeger,503.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,93e1987addb90a46,d2f3d78c5b731fa3,1,/GetConversion,1622048446274000,165000,[],p2,,shippingservice,8dc44557ace95a29,,,http://currencyservice/GetConversion,657,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,93e1987addb90a46,8dc44557ace95a29,1,/PlaceOrder,1622048446164000,1377000,[],p3,,shippingservice,93e1987addb90a46,,,http://checkoutservice/PlaceOrder,654,us-east-1,GET,v37,jaeger,503.0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,93e1987addb90a46,3d6b54128e1d8f83,1,/Money,1622048446363000,16000,[],p2,,shippingservice,d2f3d78c5b731fa3,,,http://currencyservice/Money,658,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,93e1987addb90a46,f35efe8a04ce42fd,1,/GetCart,1622048446354000,49000,[],p4,,shippingservice,8dc44557ace95a29,,,http://cartservice/GetCart,659,us-east-1,GET,v5,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,93e1987addb90a46,c801cdb445cd2ba9,1,/CreditCardInfo,1622048446424000,8000,[],p5,,shippingservice,8dc44557ace95a29,,,http://paymentservice/CreditCardInfo,655,us-east-1,GET,v177,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,93e1987addb90a46,8ed5cc92a59d974d,1,/Address,1622048446281000,25000,[],p6,,shippingservice,8dc44557ace95a29,,,http://shippingservice/Address,656,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,93e1987addb90a46,ca6eec8ad27f7ef9,1,/SendOrderConfirmation,1622048446587000,491000,[],p7,,shippingservice,8dc44557ace95a29,,,http://emailservice/SendOrderConfirmation,660,us-east-1,GET,v27,jaeger,503.0,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,be242c6ddf02c1f3,be242c6ddf02c1f3,1,/shipping,1622048512893000,426000,[],p1,,shippingservice,,const,True,http://frontend/shipping,2097,us-west-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,be242c6ddf02c1f3,e6bd721b08821b56,1,/Address,1622048513036000,25000,[],p2,,shippingservice,2858deb98738d592,,,http://shippingservice/Address,2111,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,be242c6ddf02c1f3,2858deb98738d592,1,/GetQuote,1622048512908000,367000,[],p2,,shippingservice,be242c6ddf02c1f3,,,http://shippingservice/GetQuote,2109,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,9c2ae82b2446d08e,9c2ae82b2446d08e,1,/checkout,1622048490393000,1835000,[],p1,,shippingservice,,const,True,http://frontend/checkout,1613,us-east-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,9c2ae82b2446d08e,6c271c63fcde0462,1,/GetConversion,1622048491121000,112000,[],p2,,shippingservice,73620c7eba549ec1,,,http://currencyservice/GetConversion,1628,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,9c2ae82b2446d08e,187d396c24c0bc49,1,/Money,1622048491146000,31000,[],p2,,shippingservice,6c271c63fcde0462,,,http://currencyservice/Money,1629,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,9c2ae82b2446d08e,73620c7eba549ec1,1,/PlaceOrder,1622048490839000,1318000,[],p3,,shippingservice,9c2ae82b2446d08e,,,http://checkoutservice/PlaceOrder,1617,us-east-1,GET,v37,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,9c2ae82b2446d08e,fd9c9e18e36b7c6e,1,/GetCart,1622048490843000,79000,[],p4,,shippingservice,73620c7eba549ec1,,,http://cartservice/GetCart,1630,us-east-1,GET,v5,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9c2ae82b2446d08e,8a3e68bbe72acb89,1,/Address,1622048490920000,48000,[],p5,,shippingservice,73620c7eba549ec1,,,http://shippingservice/Address,1627,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,9c2ae82b2446d08e,d630ceea1292c10d,1,/CreditCardInfo,1622048491019000,3000,[],p6,,shippingservice,73620c7eba549ec1,,,http://paymentservice/CreditCardInfo,1623,us-east-1,GET,v177,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,9c2ae82b2446d08e,02a316d2908650fa,1,/OrderResult,1622048491538000,89000,[],p7,,shippingservice,4a40c1f30003a7c4,,,http://emailservice/OrderResult,1632,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,9c2ae82b2446d08e,4a40c1f30003a7c4,1,/SendOrderConfirmation,1622048491305000,645000,[],p7,,shippingservice,73620c7eba549ec1,,,http://emailservice/SendOrderConfirmation,1631,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,54ae512629bf64c5,54ae512629bf64c5,1,/shipping,1622048527895000,240000,[],p1,,shippingservice,,const,True,http://frontend/shipping,2427,us-west-1,GET,v125,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,54ae512629bf64c5,dda22f3758050199,1,/Address,1622048527941000,22000,[],p2,,shippingservice,a784cc6b616c96ba,,,http://shippingservice/Address,2432,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,54ae512629bf64c5,a784cc6b616c96ba,1,/GetQuote,1622048527937000,163000,[],p2,,shippingservice,54ae512629bf64c5,,,http://shippingservice/GetQuote,2430,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,54956ecf60d18123,54956ecf60d18123,1,/checkout,1622048452890000,1924000,[],p1,,shippingservice,,const,True,http://frontend/checkout,806,us-east-1,GET,v127,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,54956ecf60d18123,4d2b7a1279e12c4a,1,/PlaceOrder,1622048453262000,831000,[],p2,,shippingservice,54956ecf60d18123,,,http://checkoutservice/PlaceOrder,808,us-east-1,GET,v37,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,54956ecf60d18123,9d1690d4cbc052e2,1,/Money,1622048453392000,49000,[],p3,,shippingservice,bf8a2d13131208c0,,,http://currencyservice/Money,818,us-east-1,GET,v27,jaeger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
